extent,grain,cat,scope,pland,pd,lpi,ed,lsi,areamn,areaam,gyratemn,gyrateam,shapemn,shapeam,fracmn,fracam,ennmn,ennam,pladj,nlsi,np,te
Full,120,Full 120,B,30.6831,0.7111,5.4776,29.8948,27.5722,43.1502,1075.5277,195.5851,2016.8005,1.4009,5.9467,1.0418,1.1965,312.0463,251.8027,70.2309,0.29,289,1215000
Full,120,Full 120,B,25.3295,0.8907,5.0595,25.7907,26.1412,28.438,554.3831,176.6565,1320.478,1.3234,3.6538,1.0396,1.1492,323.127,263.5715,68.9187,0.3025,362,1048200
Full,120,Full 120,B,45.9255,0.5856,26.8105,39.4434,30.0132,78.4255,6543.9326,198.1381,3854.951,1.4545,13.144,1.0428,1.2563,278.7341,243.3065,73.6036,0.2574,238,1603080
Full,120,Full 120,B,28.2455,0.9055,3.9045,30.1605,28.8715,31.1948,688.3832,166.2491,1378.6864,1.344,4.8901,1.0382,1.1826,294.5911,248.9996,67.5866,0.3165,368,1225800
Full,120,Full 120,B,20.8192,1.09,2.3455,27.5711,30.6364,19.1003,297.7457,145.0213,829.8345,1.357,3.6599,1.0414,1.163,312.6268,260.0133,59.8536,0.3935,443,1120560
Full,120,Full 120,B,17.3363,1.3041,0.8362,27.4028,33.4786,13.2942,82.2419,139.951,450.4494,1.3582,2.5517,1.0445,1.1306,294.0087,261.7457,52.105,0.4714,530,1113720
Full,120,Full 120,B,26.4031,0.9424,2.264,30.0955,29.9711,28.018,366.9898,169.9067,957.4032,1.3732,4.007,1.0422,1.1634,300.1885,258.3236,65.2107,0.3402,383,1223160
Full,120,Full 120,B,25.1134,0.9547,2.2747,27.2877,27.7574,26.306,288.3637,175.0254,872.3749,1.354,3.1037,1.0438,1.1402,298.4503,265.7509,66.9089,0.3228,388,1109040
Full,120,Full 120,B,60.1084,0.2559,33.4219,31.8759,21.4981,234.9,9543.968,249.038,4970.0696,1.4887,11.7583,1.0391,1.2609,268.4619,240.5643,83.463,0.2368,104,1295520
Full,120,Full 120,B,51.1657,0.3002,25.7795,33.9486,24.4315,170.4511,6849.0027,239.7163,4385.6344,1.5702,11.9979,1.0416,1.2657,281.8057,243.1268,79.6136,0.2042,122,1379760
Full,120,Full 120,B,50.4996,0.3469,47.5624,35.4486,25.7322,145.5626,18211.617,148.7958,6411.5333,1.3378,21.8582,1.0294,1.3164,320.9894,242.1496,78.4256,0.2108,141,1440720
Full,120,Full 120,B,23.3879,0.5881,7.8692,23.4641,24.9264,39.7717,1419.8376,166.5523,1743.7258,1.4001,6.5497,1.0411,1.2106,378.339,251.6518,69.2244,0.2991,239,953640
Full,120,Full 120,B,32.9365,0.7947,6.7248,30.8573,27.6684,41.4435,1185.6182,173.853,1742.7661,1.361,5.8074,1.0403,1.1963,315.8174,255.4988,71.278,0.2797,323,1254120
Full,120,Full 120,B,33.0074,0.7849,5.1694,30.6447,27.3557,42.0534,937.7158,179.0141,1551.8493,1.3631,5.1923,1.0403,1.1877,315.2706,253.2267,71.5167,0.2773,319,1245480
Full,120,Full 120,B,22.8777,0.9842,10.6859,24.7662,26.6273,23.2452,2067.9254,141.3751,2201.8881,1.2596,6.694,1.0366,1.1833,334.0482,274.2518,66.8035,0.3235,400,1006560
Full,120,Full 120,B,14.0873,0.935,2.5935,18.9142,25.5591,15.0669,257.4022,136.334,694.5416,1.2536,3.1063,1.0359,1.1276,358.9992,308.2427,59.1801,0.3986,380,768720
Full,120,Full 120,B,61.1217,0.2657,54.0781,31.7342,21.1977,230.0133,19494.1772,213.7445,6180.0043,1.4537,15.9111,1.0397,1.2824,268.4678,240.5052,83.8415,0.2412,108,1289760
Full,120,Full 120,B,49.2666,0.5585,13.7897,33.0422,24.4492,88.2079,3127.7969,226.168,2914.6175,1.4351,6.8358,1.0415,1.2103,278.5289,244.1445,79.2521,0.2007,227,1342920
Full,120,Full 120,B,51.3712,0.4896,41.9501,34.7163,25.1411,104.9174,13976.9565,169.6156,6066.9395,1.3169,16.8805,1.0316,1.2813,274.9147,242.0479,79.1055,0.2112,199,1410960
Full,120,Full 120,B,50.783,0.438,29.6875,32.8385,23.9958,115.9524,7422.5092,211.4641,4144.4346,1.4194,10.8255,1.0368,1.2462,301.3604,244.6037,79.91,0.198,178,1334640
Full,120,Full 120,B,59.5734,0.3051,55.0808,32.9979,22.2808,195.2594,20709.0019,188.311,6908.4335,1.3739,18.1105,1.0338,1.2941,297.6168,243.3463,82.7733,0.2417,124,1341120
Full,120,Full 120,B,18.2433,0.9079,2.8345,20.4613,24.7639,20.0937,435.1404,143.1498,932.2974,1.2886,3.4263,1.0392,1.1459,353.8749,275.3426,65.3719,0.337,369,831600
Full,120,Full 120,B,10.7639,0.7357,2.218,12.7758,19.964,14.6312,251.453,131.6471,584.4086,1.2044,2.1574,1.0351,1.098,447.7285,351.0134,63.5286,0.3529,299,519240
Full,120,Full 120,B,21.8077,0.9227,8.0995,24.2908,26.6433,23.6352,2097.146,129.4906,2163.537,1.3098,7.8416,1.0403,1.2174,315.9305,252.754,66.0195,0.3313,375,987240
Full,120,Full 120,B,40.3557,0.3789,36.3308,31.5275,25.4159,106.5039,13306.0888,154.2805,5901.2537,1.3581,19.6492,1.0315,1.3077,296.5358,243.1532,76.1238,0.2315,154,1281360
Full,120,Full 120,B,50.4889,0.2879,35.0624,37.5833,27.205,175.3846,10954.8927,202.7556,5487.4077,1.4505,18.0007,1.0296,1.3039,275.3992,240.6208,77.186,0.2233,117,1527480
Full,120,Full 120,B,28.1002,0.6668,7.2243,28.2768,27.4358,42.1426,1387.4463,158.3141,2155.8333,1.3533,7.4646,1.0338,1.2289,324.1678,246.8451,69.0392,0.3017,271,1149240
Full,120,Full 120,B,41.2238,0.6668,12.6842,39.6619,31.7083,61.8244,2217.1085,212.5664,2266.4587,1.5531,8.3321,1.0541,1.2267,280.796,244.879,70.5673,0.2877,271,1611960
Full,120,Full 120,B,32.6779,0.8932,9.7895,31.4714,28.2642,36.5871,1500.0033,168.7028,1725.1152,1.3707,5.8645,1.0415,1.1909,288.5123,247.296,70.4272,0.2883,363,1279080
Full,120,Full 120,B,53.288,0.438,34.9525,31.5895,22.5163,121.6719,10115.4018,195.6981,5675.4825,1.3459,12.2217,1.0331,1.2589,283.4527,241.6921,81.5858,0.2001,178,1283880
Full,120,Full 120,B,54.9568,0.3986,45.5109,31.9498,22.328,137.8756,15403.4436,176.1447,5899.5299,1.3257,15.6904,1.0313,1.2746,287.807,241.3428,82.0063,0.209,162,1298520
Full,120,Full 120,B,53.2065,0.3199,36.3485,31.9586,22.748,166.3422,10585.4741,237.134,6028.9382,1.4629,12.9063,1.0378,1.2666,279.4276,241.836,81.3678,0.2019,130,1298880
Full,120,Full 120,B,77.6077,0.1279,77.2711,23.966,14.6216,606.5723,31268.7806,216.5326,7649.7334,1.2914,14.0788,1.0161,1.2699,269.2475,240.115,90.1205,0.318,52,974040
Full,120,Full 120,B,91.0998,0.0271,90.9084,13.3131,7.9751,3365.9345,36870.0324,774.3836,7634.1238,1.6558,7.8429,1.0249,1.2088,260.4053,240.0098,95.0218,0.4443,11,541080
Full,120,Full 120,B,35.0376,0.3568,32.1889,28.7256,25.0653,98.208,12027.4667,149.145,6408.7884,1.3116,20.3855,1.029,1.3127,343.1181,245.537,74.7801,0.2446,145,1167480
Full,120,Full 120,B,46.6837,0.3789,24.1355,41.4866,31.213,123.2042,5959.1819,223.4709,3930.41,1.6153,14.0836,1.0452,1.2835,287.6893,244.0459,72.7573,0.266,154,1686120
Full,120,Full 120,B,36.7878,0.7381,17.1096,35.9387,30.4657,49.8384,3791.9738,168.986,3032.1633,1.4079,10.9312,1.0411,1.251,285.8584,243.6181,70.0713,0.2923,300,1460640
Full,120,Full 120,B,35.6186,0.7898,13.2866,29.1802,25.2438,45.0976,2248.9097,185.9257,2448.0156,1.3788,5.4359,1.0436,1.1839,314.8552,252.3148,74.7638,0.2448,321,1185960
Full,120,Full 120,B,47.6651,0.47,33.5176,30.3258,22.75,101.4258,9774.5439,196.4387,4743.1171,1.4154,11.2711,1.0408,1.2507,294.7075,242.8395,80.3836,0.1892,191,1232520
Full,120,Full 120,B,45.2098,0.47,33.7089,29.7885,22.9469,96.201,10263.245,215.5459,5051.7478,1.4312,11.8007,1.044,1.25,279.2917,244.5222,79.6787,0.1961,191,1210680
Full,120,Full 120,B,72.9025,0.1772,71.2656,26.1037,16.216,411.52,28316.9853,206.679,7539.0061,1.3426,14.755,1.0304,1.2742,274.2479,240.2954,88.6907,0.2846,72,1060920
Full,120,Full 120,B,59.003,0.3322,48.5013,30.0778,20.4826,177.632,16339.3405,189.8165,6306.1654,1.322,14.2393,1.0292,1.2703,280.0153,240.6238,84.0719,0.2173,135,1222440
Full,120,Full 120,B,42.4922,0.5265,14.1298,30.0542,24.0273,80.7006,3494.1793,174.4294,2878.7137,1.3538,8.6416,1.0328,1.238,298.5768,246.4669,77.9621,0.2132,214,1221480
Full,120,Full 120,B,40.8234,0.6889,11.6249,40.9374,32.7302,59.256,2936.349,168.3614,2999.8368,1.4098,11.3856,1.0384,1.2622,280.5504,242.2869,69.4628,0.2988,280,1663800
Full,120,Full 120,B,41.1423,0.684,7.7842,33.24,26.7824,60.1485,1817.9353,190.7162,2306.684,1.3694,6.7349,1.0361,1.211,293.0697,245.0258,75.0904,0.242,278,1350960
Full,120,Full 120,B,30.7611,0.3642,26.7963,21.2674,19.8877,84.4735,9511.6608,152.7712,5319.3832,1.3139,14.1325,1.0322,1.2763,387.241,245.9422,78.5821,0.2056,148,864360
Full,120,Full 120,B,62.7161,0.2879,61.3414,36.1129,23.7004,217.8585,24384.6018,154.6297,7738.1651,1.3027,21.6976,1.0254,1.3152,276.2435,240.4827,82.1253,0.287,117,1467720
Full,120,Full 120,B,57.5964,0.3199,55.4386,38.4513,26.2275,180.0665,21688.5224,162.4022,7295.3009,1.3628,23.1316,1.0336,1.3212,268.656,240.8405,79.4291,0.2679,130,1562760
Full,120,Full 120,B,14.7924,1.0039,1.8672,18.6927,24.9462,14.7353,210.1783,137.2652,732.9775,1.2558,2.6001,1.0371,1.1192,338.7656,293.2819,61.1617,0.3787,408,759720
Full,120,Full 120,B,68.7713,0.2485,46.8289,24.8843,15.8602,276.7366,14440.4228,213.903,5092.7648,1.333,10.2499,1.0307,1.2364,274.7427,240.4955,88.6012,0.2344,101,1011360
Full,120,Full 120,B,67.2052,0.3125,54.7619,28.6901,18.4203,215.0702,18405.739,196.7537,5888.324,1.3782,12.4054,1.0352,1.2577,273.1683,240.6218,86.5985,0.2589,127,1166040
Full,120,Full 120,B,72.5163,0.1796,68.8598,28.8525,17.7875,403.7326,26610.3437,212.5125,7095.7089,1.369,15.912,1.0281,1.28,268.1827,240.2497,87.5287,0.3096,73,1172640
Full,120,Full 120,B,5.7398,1.6042,0.1098,13.7354,29.0617,3.5779,8.832,79.7573,128.0962,1.1117,1.3511,1.0223,1.053,365.9589,339.6541,27.3457,0.7195,652,558240
Full,120,Full 120,B,15.9793,0.3863,2.2144,16.685,21.5259,41.3656,515.58,191.6312,1269.239,1.4733,4.9052,1.0436,1.1952,413.0207,266.4881,67.7827,0.3119,157,678120
Full,120,Full 120,B,41.0573,0.8735,24.8264,41.0496,32.8426,47.0048,6341.9941,147.5761,3973.641,1.3398,15.0347,1.0355,1.2689,283.8881,245.066,69.3907,0.2996,355,1668360
Full,120,Full 120,B,60.4344,0.3838,48.2143,40.2908,26.8473,157.4492,16151.5731,171.2157,6067.1777,1.3991,18.8908,1.0348,1.302,265.3107,240.7273,79.3809,0.3022,156,1637520
Full,120,Full 120,B,31.7212,0.8636,3.9364,29.7412,26.9368,36.7303,607.8947,191.9991,1295.0787,1.4075,3.7513,1.0471,1.1586,302.3417,252.6806,71.4174,0.2782,351,1208760
Full,120,Full 120,B,49.6811,0.5315,10.484,29.3604,21.6835,93.48,2309.8331,226.0219,2416.1928,1.4167,5.1216,1.0418,1.1852,286.1866,244.0856,81.6752,0.1763,216,1193280
Full,120,Full 120,B,58.1845,0.3518,51.1834,33.2666,22.5914,165.3684,18327.4163,198.1136,6618.7947,1.4421,16.2484,1.0438,1.2839,279.147,241.3564,82.3225,0.2343,143,1352040
Full,120,Full 120,B,55.0454,0.5487,39.9376,34.1789,23.724,100.3222,12310.6577,163.7297,4935.5469,1.3255,13.1278,1.0342,1.2662,268.4791,241.4101,80.9121,0.2231,223,1389120
Full,120,Full 120,B,76.2295,0.2387,74.0965,23.157,14.0918,319.3979,29273.8463,181.4777,7012.2785,1.2999,12.109,1.0323,1.2535,270.2461,240.5489,90.3718,0.286,97,941160
Full,120,Full 120,B,15.5541,1.0457,3.4226,25.1352,32.3158,14.8744,475.8219,126.5762,1406.3852,1.3098,6.0714,1.0334,1.1992,356.5419,257.38,51.0478,0.4817,425,1021560
Full,120,Full 120,B,29.9143,0.5807,9.9135,31.7165,29.625,51.5166,2009.8476,201.9557,2241.836,1.5551,8.5281,1.0532,1.2328,303.6789,244.4573,67.7188,0.3154,236,1289040
Full,120,Full 120,B,43.6862,0.7652,23.604,32.9861,25.6906,57.0907,5998.9218,148.125,3534.7794,1.3013,10.1761,1.0328,1.2441,297.4005,247.4617,76.768,0.2253,311,1340640
Full,120,Full 120,B,44.5401,0.5413,26.6794,30.5089,23.64,82.2829,6818.1384,181.5073,3898.499,1.342,10.5261,1.0363,1.2416,306.4039,245.5971,78.8442,0.2044,220,1239960
Full,120,Full 120,B,36.7418,0.8144,9.8852,35.8619,30.4314,45.1142,1594.2725,197.9565,2279.6056,1.4458,6.7265,1.046,1.2072,285.5493,246.7282,70.0675,0.2924,331,1457520
Full,120,Full 120,B,36.345,0.748,15.6817,28.4185,24.3498,48.5905,3001.6566,177.0116,2219.7299,1.3743,6.1507,1.0427,1.1949,304.9996,254.2936,75.9066,0.2333,304,1155000
Full,120,Full 120,B,49.3304,0.5634,32.7983,32.4104,23.9576,87.5507,8975.3324,195.6702,4437.5566,1.3964,11.0177,1.0417,1.2388,281.4092,244.1745,79.6955,0.1962,229,1317240
Full,120,Full 120,B,22.8281,1.2302,2.8168,27.9254,29.913,18.5558,316.3599,140.3091,922.0092,1.2892,3.4043,1.0362,1.1487,312.9919,256.3668,62.6261,0.3658,500,1134960
Full,120,Full 120,B,55.9205,0.5388,46.9494,27.2493,19.119,103.7786,16071.5626,161.5894,5547.0798,1.3076,11.4381,1.0349,1.2479,311.0104,243.1193,84.7367,0.1829,219,1107480
Full,120,Full 120,B,4.7654,1.368,0.1169,11.7483,27.0541,3.4835,9.322,80.6283,133.2696,1.1224,1.3775,1.023,1.0566,372.7272,337.753,25.5762,0.737,556,477480
Full,120,Full 120,B,16.9891,0.8366,3.4899,17.5914,21.8705,20.3082,406.6863,144.7559,781.2294,1.2323,2.7128,1.0329,1.1204,378.1397,294.5955,68.3003,0.307,340,714960
Full,120,Full 120,B,76.4916,0.1821,74.302,22.5665,13.7857,420.1103,29336.036,215.3417,7091.514,1.3182,12.0987,1.0302,1.2528,271.5208,240.4315,90.6133,0.2824,74,917160
Full,120,Full 120,B,37.539,0.7234,11.4371,28.0701,23.7573,51.8939,2107.3631,188.4998,2381.417,1.3459,5.3323,1.0395,1.1852,302.6966,247.0949,76.9042,0.2234,294,1140840
Full,120,Full 120,B,11.6355,1.2179,2.4483,17.9812,26.8087,9.5535,265.9124,105.7983,632.9314,1.2052,3.0732,1.0298,1.1298,349.5227,270.2678,53.0603,0.4599,495,730800
Full,120,Full 120,B,13.159,1.4222,0.8645,21.601,30.3443,9.2529,88.258,113.6001,420.7364,1.2411,2.2618,1.0349,1.111,330.4578,273.4026,50.1616,0.49,578,877920
Full,120,Full 120,B,34.173,0.9596,14.927,34.173,29.8223,35.6123,2922.966,143.9446,2486.1023,1.3005,9.3226,1.0339,1.2264,291.9707,246.4483,69.5438,0.2974,390,1388880
Full,120,Full 120,B,34.2545,0.8193,11.4194,30.8662,27.132,41.8076,1956.2218,170.0528,2002.1612,1.3617,6.4779,1.0405,1.2003,315.6607,252.9289,72.3573,0.269,333,1254480
Full,120,Full 120,B,28.164,1.1392,4.6025,33.5176,32.1173,24.7226,588.5778,153.6803,1283.4453,1.3491,4.875,1.0394,1.1812,294.6165,247.2385,63.8382,0.3543,463,1362240
Full,120,Full 120,B,35.6576,0.8661,8.8542,31.5423,27.2687,41.1709,1747.1304,164.3094,2035.6854,1.3453,6.2201,1.0381,1.2018,311.6181,249.1654,72.7693,0.265,352,1281960
Full,120,Full 120,B,7.7168,1.1564,0.6378,13.3692,24.4574,6.673,52.8899,96.2476,276.9188,1.157,1.7827,1.026,1.0829,399.4208,326.7403,47.2222,0.5174,470,543360
Full,120,Full 120,B,43.5339,0.8366,14.7073,35.236,27.527,52.0391,3271.3667,168.4438,2927.5975,1.3744,7.7319,1.0393,1.2218,287.3407,244.0739,75.1323,0.2418,340,1432080
Full,120,Full 120,B,62.5071,0.2436,51.9912,31.4655,20.8346,256.6109,17910.6847,225.0635,6241.7893,1.4054,14.9078,1.0277,1.2794,287.0582,240.7284,84.2932,0.2485,99,1278840
Full,120,Full 120,B,8.9923,1.6264,0.5598,17.556,29.7624,5.5291,36.2292,92.403,242.7542,1.1565,1.6566,1.0263,1.0766,334.538,295.5454,40.7801,0.5839,661,713520
Full,120,Full 120,B,13.7507,1.2598,2.2038,18.9939,26.104,10.9153,306.4751,106.8918,780.8181,1.1952,3.083,1.0276,1.1349,360.0005,271.2507,57.9619,0.4109,512,771960
Full,120,Full 120,B,13.0279,1.4886,1.4562,21.5715,30.3197,8.7519,119.7699,108.9434,446.6869,1.2109,2.464,1.0316,1.1121,334.2919,284.8848,49.7008,0.4946,605,876720
Full,120,Full 120,B,17.6977,1.3434,0.9318,25.0909,30.3169,13.1736,115.8397,125.138,507.9398,1.2559,2.5781,1.0347,1.1254,326.3126,265.6341,56.9069,0.4227,546,1019760
Full,120,Full 120,B,15.8411,1.1909,1.0594,23.1865,29.7612,13.3021,115.1018,133.3994,527.5178,1.3087,2.6058,1.0407,1.1279,299.3532,260.9944,55.4015,0.4376,484,942360
Full,120,Full 120,B,23.5828,1.3065,3.5891,30.8868,32.4146,18.0502,521.9,134.9737,1086.5241,1.3068,4.592,1.039,1.1687,308.7745,260.6224,60.0661,0.3918,531,1255320
Full,120,Full 120,B,18.7925,1.5329,2.4164,28.3801,33.363,12.2596,214.3803,121.4762,608.3274,1.273,3.2153,1.0358,1.1413,296.4178,258.9622,54.0818,0.4516,623,1153440
Full,120,Full 120,B,71.9636,0.1624,67.6906,27.949,17.2832,443.1491,25920.0557,232.3438,6835.5606,1.3887,14.9236,1.0256,1.276,294.7736,241.2678,87.8317,0.2933,66,1135920
Full,120,Full 120,B,55.2969,0.5044,50.3543,39.9483,27.712,109.6297,18644.3777,144.6105,6498.5533,1.3135,21.7804,1.0313,1.311,265.164,240.759,77.8048,0.2637,205,1623600
Full,120,Full 120,B,68.5268,0.155,45.2487,29.7471,18.9104,442.08,13461.9264,361.677,5191.7492,1.7213,11.365,1.0541,1.2528,267.0864,241.053,86.3606,0.2804,63,1209000
Full,120,Full 120,B,72.697,0.0615,71.999,20.5086,12.993,1181.8368,28982.1428,421.8422,7597.2148,1.6033,12.4501,1.0356,1.2581,299.6079,242.9328,90.9129,0.2226,25,833520
Full,120,Full 120,B,74.3835,0.1452,72.3887,27.4884,16.9724,512.3959,28638.9642,240.8386,7520.4599,1.4368,15.4558,1.0309,1.2791,258.8387,240.1133,88.2776,0.3193,59,1117200
Full,120,Full 120,B,82.9152,0.0369,82.483,21.849,13.0229,2246.592,33348.9771,640.2704,7763.0791,1.877,12.6984,1.0323,1.2588,282.51,240.0711,91.4858,0.3803,15,888000
Full,120,Full 120,B,75.9212,0.0714,75.5031,27.4087,16.7031,1064.011,30517.5464,353.7847,7619.3381,1.621,16.2704,1.0272,1.2847,261.7028,240.0999,88.5804,0.3374,29,1113960
Full,120,Full 120,B,75.1382,0.064,74.8016,28.9795,17.6507,1174.5415,30265.1791,387.4247,7617.4951,1.7752,17.2591,1.0358,1.2912,269.4177,240.218,87.8484,0.3454,26,1177800
Full,120,Full 120,B,83.0322,0.0517,82.5184,22.5635,13.3355,1606.9714,33330.3755,476.3387,7619.0339,1.7666,12.8982,1.0402,1.2602,269.0655,240.0732,91.2652,0.3942,21,917040
Full,120,Full 120,B,79.6096,0.064,79.0816,14.7333,9.1967,1244.4369,31927.7959,404.6093,7619.2545,1.432,8.7261,1.0355,1.2207,298.6079,240.3325,93.8604,0.213,26,598800
Full,120,Full 120,B,81.3386,0.0541,80.2509,22.1147,13.1908,1502.64,32184.1169,459.3959,7593.3131,1.6601,12.6961,1.0301,1.2584,271.5087,241.1988,91.2663,0.3507,22,898800
Full,120,Full 120,B,80.8957,0.0689,80.4705,24.7573,14.8053,1174.2171,32533.5102,378.1912,7836.8039,1.6225,14.3626,1.035,1.2714,260.5948,240.0419,90.1761,0.3867,28,1006200
Full,120,Full 120,B,73.3241,0.0763,71.8963,12.6931,8.2986,961.3161,28652.7957,381.7105,7198.7085,1.392,7.4346,1.0366,1.2045,461.3889,244.1669,94.2257,0.1392,31,515880
Full,120,Full 120,B,80.1091,0.0689,79.9107,25.4954,15.2591,1162.8,32397.33,349.0049,7868.8218,1.5424,14.9523,1.0222,1.2758,282.8205,240.0787,89.843,0.3811,28,1036200
Full,120,Full 120,B,86.4371,0.0148,86.391,14.4705,8.8435,5855.04,35092.8135,1342.2571,7605.4774,2.4627,8.7724,1.0684,1.2209,304.2221,240.0632,94.3269,0.3197,6,588120
Full,120,Full 120,B,84.3502,0.0295,83.0074,21.6128,12.7832,2856.84,33205.9777,796.0658,7409.2364,2.1635,12.2748,1.0513,1.2545,244.7214,240.0036,91.7041,0.4109,12,878400
Full,120,Full 120,B,83.2448,0.0295,82.9861,18.8551,11.3616,2819.4,33622.9668,747.2736,7613.214,2.0504,11.1099,1.0551,1.2453,282.3607,240.6574,92.5771,0.3353,12,766320
Full,120,Full 120,B,84.623,0.0246,84.4777,17.2519,10.3903,3439.296,34275.0217,871.5005,7820.606,2.0875,10.276,1.0494,1.237,252.7739,240.0053,93.257,0.3344,10,701160
Full,120,Full 120,B,87.252,0.0246,87.174,22.5783,13.1688,3546.144,35398.1154,849.6058,7796.7426,2.2921,13.0533,1.0432,1.261,242.8328,240.0012,91.6044,0.5294,10,917640
Full,120,Full 120,B,83.5176,0.032,83.344,18.9112,11.2987,2611.0523,33802.7417,678.0784,7701.0316,1.8963,11.1458,1.0384,1.2454,291.1433,240.134,92.6184,0.3399,13,768600
Full,120,Full 120,B,89.6329,0.0369,89.5692,17.7095,10.3762,2428.608,36377.3,579.3489,7802.4837,1.6426,10.2984,1.0228,1.2365,255.1084,240.0112,93.458,0.5096,15,719760
Full,120,Full 120,B,86.4087,0.0271,86.3485,21.5479,12.5687,3192.6109,35069.7797,763.437,7695.94,2.0921,12.4713,1.0367,1.2567,247.7259,240.0035,91.9346,0.4706,11,875760
Full,120,Full 120,B,60.6541,0.2214,57.2952,27.6538,18.7061,273.904,22002.7662,213.9646,7218.7731,1.3989,15.7414,1.0363,1.2808,283.8732,241.7975,85.6855,0.2082,90,1123920
Full,120,Full 120,B,72.0628,0.0246,71.7793,21.353,13.5804,2928.816,29058.3917,926.9497,8011.987,2.5018,13.3571,1.0661,1.2657,248.4984,240.0696,90.4518,0.2274,10,867840
Full,120,Full 120,B,80.3182,0.0812,79.4466,21.3176,12.7682,989.1927,31939.5419,336.6785,7463.5199,1.4935,12.0991,1.0297,1.2539,261.5087,240.1236,91.495,0.3189,33,866400
Full,240,Full 240,C,8.6876,0.47,1.1338,9.1589,15.84,18.4863,88.5612,174.3577,403.1089,1.1268,1.5994,1.0217,1.0592,722.0319,663.1936,35.3997,0.631,191,372240
Full,240,Full 240,C,20.1247,0.4773,5.6548,16.2155,18.5789,42.1608,744.3056,237.4398,1267.4147,1.258,3.1844,1.0334,1.1234,623.6016,533.1892,50.2817,0.4834,194,659040
Full,240,Full 240,C,6.3776,0.4232,0.6519,6.9976,14.0698,15.0698,79.2064,158.2562,466.6103,1.0691,1.535,1.0136,1.0538,786.9742,689.6358,32.7778,0.6558,172,284400
Full,240,Full 240,C,9.9065,0.3912,2.1117,9.1412,14.8113,25.3223,228.2493,197.1984,777.1893,1.1565,1.9892,1.0235,1.0823,687.3589,589.0947,43.8484,0.5442,159,371520
Full,240,Full 240,C,27.2817,0.5241,5.6689,22.2151,21.8182,52.0563,667.5406,276.3118,1296.2207,1.3387,3.4831,1.0377,1.135,540.1618,500.5032,50.1299,0.487,213,902880
Full,240,Full 240,C,18.8917,0.3125,2.4802,13.6468,16.1892,60.4573,412.6934,307.1073,1232.1802,1.3458,2.8135,1.0375,1.1252,602.7943,508.762,55.0638,0.4336,127,554640
Full,240,Full 240,C,30.0737,0.3395,8.3617,18.2292,17.0538,88.5704,1430.5755,298.8975,2029.0619,1.3467,4.0062,1.0388,1.1525,576.8686,497.355,62.6296,0.3597,138,740880
Full,240,Full 240,C,19.7988,0.4306,3.1746,15.3888,17.9333,45.9813,340.8378,267.3084,892.4955,1.2901,2.4005,1.0368,1.1054,589.4016,542.8235,51.8611,0.4671,175,625440
Full,240,Full 240,C,22.9875,0.4503,1.7432,17.184,18.5309,51.0531,201.7278,288.3264,742.4293,1.3181,2.037,1.04,1.0936,578.9166,516.0246,53.73,0.4489,183,698400
Full,240,Full 240,C,41.5108,0.2682,14.4841,22.7702,18.4404,154.7802,2381.9163,425.4427,2655.0231,1.5328,4.8859,1.0495,1.1673,528.0463,487.6165,65.6879,0.3307,109,925440
Full,240,Full 240,C,32.0578,0.2854,7.7381,19.9712,18.0938,112.32,1276.2856,370.2454,1973.639,1.4574,4.2689,1.043,1.16,559.8193,492.8386,61.6048,0.3706,116,811680
Full,240,Full 240,C,25.5811,0.3715,7.9507,17.2962,17.6588,68.853,1143.6999,305.1041,1903.5115,1.3242,3.6812,1.0374,1.1367,586.8923,511.6582,58.4211,0.4017,151,702960
Full,240,Full 240,C,49.8583,0.2018,31.2217,23.8745,17.6807,247.118,8310.6911,370.8612,4143.9108,1.4637,8.9687,1.0346,1.2232,528.8516,482.5667,70.0966,0.287,82,970320
Full,240,Full 240,C,29.5493,0.2805,14.9802,18.8315,17.6957,105.3474,3272.0419,324.78,2929.7244,1.409,6.2979,1.0407,1.1884,585.136,503.3962,60.9592,0.3767,114,765360
Full,240,Full 240,C,20.1247,0.3642,6.1791,15.4242,17.5395,55.2649,914.5988,262.0273,1495.6434,1.3115,3.6844,1.034,1.1435,593.7612,509.4084,53.0634,0.4548,148,626880
Full,240,Full 240,C,16.8226,0.4453,1.3464,15.4597,19.3043,37.7741,155.8694,257.0768,669.499,1.3457,2.1954,1.042,1.1005,557.7294,512.2575,43.8922,0.5479,181,628320
Full,240,Full 240,C,27.0125,0.4404,3.5998,19.3511,19.1364,61.3327,575.5044,271.2773,1164.7574,1.305,3.1209,1.0347,1.1317,572.4035,507.7765,55.8237,0.4286,179,786480
Full,240,Full 240,C,25.3827,0.4207,2.8912,18.365,18.6706,60.3284,435.5827,295.6598,1152.3268,1.3369,2.7279,1.0398,1.118,567.3758,522.3852,55.6951,0.4295,171,746400
Full,240,Full 240,C,63.2086,0.0492,61.0261,20.1542,13.5597,1284.48,23950.749,645.4081,7686.0213,1.8199,12.3679,1.0431,1.2574,509.7708,480.4638,79.63,0.322,20,819120
Full,240,Full 240,C,54.0816,0.0984,27.6077,19.9889,14.1935,549.504,7428.7125,566.3222,4446.3251,1.6891,7.3142,1.046,1.2097,536.9482,481.8038,76.9392,0.2508,40,812400
